GivenName	Surname	Gender	City	StateFull	ZipCode	TelephoneNumber	Birthday	BloodType
Vail	Cotuand	male	TAVERNY	Île-de-France	95150	01 85 59 27 68	9/28/1941	A+
Peppin	Boisclair	male	SAINT-LOUIS	Alsace	68300	03 01 45 39 43	12/25/1964	B+
Nicole	Bonneville	female	DOUAI	Nord-Pas-de-Calais	59500	03 74 75 67 58	5/8/1957	A-
Yolande	Duffet	female	BEZONS	Île-de-France	95870	01 77 75 26 98	6/26/1984	O+
Mignonette	Tollmache	female	LE MANS	Pays de la Loire	72000	02 64 87 17 87	6/7/1950	B+
Archard	Caisse	male	LEVALLOIS-PERRET	Île-de-France	92300	01 72 48 77 39	5/17/1956	B-
Charlot	Charron	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13008	04 23 47 64 10	3/30/1989	O+
Viollette	Reault	female	BAR-LE-DUC	Lorraine	55000	03 45 37 87 30	2/28/1996	A+
Tilly	Belisle	female	RUEIL-MALMAISON	Île-de-France	92500	01 79 13 31 10	6/28/1960	A+
Cammile	Tollmache	female	CHÂTILLON	Île-de-France	92320	01 03 07 76 58	12/2/1973	B+
Raymond	Brisette	male	FONTENAY-SOUS-BOIS	Île-de-France	94120	01 58 28 83 86	2/23/1979	B+
Scoville	Baron	male	SAINT-DIÉ	Lorraine	88100	03 05 80 88 68	9/8/1995	B+
Pinabel	Lemelin	male	MEYZIEU	Rhône-Alpes	69330	04 62 87 86 68	9/25/1947	O+
Chappell	Laforest	male	PAU	Île-de-France	64000	05 68 10 81 18	5/30/1983	A+
Verrill	Garreau	male	ROMAINVILLE	Île-de-France	93230	01 45 54 07 31	11/13/1965	B+
Claude	Lepage	female	MENDE	Languedoc-Roussillon	48000	04 58 56 87 44	2/18/1989	O+
Lowell	Salois	male	TOURS	Centre	37200	02 09 78 53 49	3/25/1953	B+
Thibaut	Doiron	male	MONT-SAINT-AIGNAN	Haute-Normandie	76130	02 68 36 77 38	3/20/1961	A+
Patience	St-Jean	female	OULLINS	Rhône-Alpes	69600	04 31 27 89 58	5/31/1985	O+
Audric	Duval	male	AIX-LES-BAINS	Rhône-Alpes	73100	04 75 67 08 58	4/5/1946	A-
Brice	Sciverit	female	ORLÉANS	Centre	45100	02 92 11 15 28	11/26/1971	B+
Timothée	L'Anglais	male	TOULOUSE	Midi-Pyrénées	31400	05 50 54 55 80	8/25/1945	O+
Jérôme	Miron	male	LUNEL	Languedoc-Roussillon	34400	04 11 45 43 29	11/19/1955	O+
Burrell	Boncoeur	male	YERRES	Île-de-France	91330	01 62 64 13 52	6/13/1976	B+
Felicien	Lauzier	male	CARCASSONNE	Languedoc-Roussillon	11000	04 98 31 63 78	2/29/1972	O-
Denise	Meilleur	female	TOULOUSE	Midi-Pyrénées	31300	05 63 38 57 86	5/23/1948	A+
Annette	Roussel	female	SAINTE-MARIE	Martinique	97230	05 42 21 14 54	3/24/1958	O+
Sumner	Bois	male	PARIS	Île-de-France	75016	01 71 03 20 68	9/26/1975	A+
Afrodille	Courcelle	female	SURESNES	Île-de-France	92150	01 82 70 46 01	1/28/1963	B+
Chappell	Parent	male	METZ	Lorraine	57000	03 22 83 14 54	8/27/1952	A+
Fantina	Bellefeuille	female	SAUMUR	Pays de la Loire	49400	02 93 62 93 89	5/2/1951	O-
Éric	Bergeron	male	VITRY-SUR-SEINE	Île-de-France	94400	01 16 23 80 49	6/20/1949	AB+
Susanne	Royer	female	GAP	Provence-Alpes-Côte d'Azur	5000	04 25 42 18 24	11/24/1978	O+
Byron	Boucher	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13016	04 80 36 76 50	8/7/1951	O+
Hortense	Fremont	female	VIERZON	Centre	18100	02 54 90 79 02	8/6/1952	B+
Rosamonde	Daviau	female	TAVERNY	Île-de-France	95150	01 61 73 91 99	8/4/1940	O+
Ferrau	Gregoire	male	LE HAVRE	Haute-Normandie	76610	02 85 21 56 83	6/22/1951	O+
Ernest	Verreau	male	AJACCIO	Corse	20000	04 82 33 66 71	12/5/1938	B+
Paige	Deserres	female	ROMANS-SUR-ISÈRE	Rhône-Alpes	26100	04 84 39 42 34	7/9/1944	O+
Orson	Cressac	male	ISTRES	Provence-Alpes-Côte d'Azur	13800	04 82 56 58 23	10/12/1935	B+
Aubrette	Ruais	female	TROYES	Champagne-Ardenne	10000	03 31 83 44 89	2/1/1976	O+
Gérard	Lessard	male	SAINT-PIERRE-ET-MIQUELON	Île-de-France	97500	05 71 73 13 67	4/26/1945	AB+
Clovis	Bourgouin	male	LA VALETTE-DU-VAR	Provence-Alpes-Côte d'Azur	83160	04 11 06 60 61	4/28/1972	O+
Frontino	Faucher	male	CHARENTON-LE-PONT	Île-de-France	94220	01 98 11 36 18	2/19/1987	A-
Mireille	Lévesque	female	MONTIGNY-LE-BRETONNEUX	Île-de-France	78180	01 79 30 59 68	4/25/1991	A+
Annot	Dumont	female	LYON	Rhône-Alpes	69001	04 94 36 40 86	1/16/1958	O+
Bertrand	Dupont	male	RUEIL-MALMAISON	Île-de-France	92500	01 40 16 99 14	11/17/1996	O-
Lucille	Auclair	female	SAINT-ÉTIENNE	Rhône-Alpes	42100	04 09 03 18 13	10/24/1946	A+
Aymon	Rodrigue	male	LE CANNET	Provence-Alpes-Côte d'Azur	6110	04 81 19 44 43	11/23/1942	A+
Ruby	Boulanger	female	MEAUX	Île-de-France	77100	01 11 80 04 62	6/28/1960	B+
Luce	Giguère	female	LA GARDE	Provence-Alpes-Côte d'Azur	83130	04 00 89 16 88	10/28/1996	O+
Afrodille	Cotuand	female	MAISONS-LAFFITTE	Île-de-France	78600	01 83 96 15 19	3/24/1984	A+
Germain	Gosselin	male	LA PLAINE-SAINT-DENIS	Île-de-France	93210	01 40 21 41 52	11/26/1988	O+
Cerise	Fugère	female	MEUDON	Île-de-France	92190	01 94 79 84 01	7/13/1967	B+
Orson	Pinette	male	BOURGOIN-JALLIEU	Rhône-Alpes	38300	04 57 45 43 32	3/17/1942	AB+
Leone	Duplessis	female	LE KREMLIN-BICÊTRE	Île-de-France	94270	01 45 11 71 04	1/23/1945	B+
Amedee	Bellemare	female	SAUMUR	Pays de la Loire	49400	02 40 96 50 00	1/14/1966	O+
La Roux	Chauvin	female	DIEPPE	Haute-Normandie	76200	02 51 98 31 11	5/26/1969	B+
Cendrillon	Mothé	female	PALAISEAU	Île-de-France	91120	01 78 53 01 00	12/18/1990	B+
Stéphanie	Lussier	female	GRENOBLE	Rhône-Alpes	38000	04 07 18 78 47	6/9/1965	A+
Gradasso	Blondlot	male	PLAISIR	Île-de-France	78370	01 14 21 95 55	8/30/1939	B+
Joséphine	Josseaume	female	SÈVRES	Île-de-France	92310	01 42 58 72 95	7/8/1989	O+
Sacripant	Beauchamps	male	AURILLAC	Auvergne	15000	04 92 07 53 81	2/9/1967	O+
Bernadette	Sirois	female	PERPIGNAN	Languedoc-Roussillon	66000	04 71 65 74 85	11/30/1954	A+
Harriette	Pariseau	female	PARIS	Île-de-France	75010	01 54 43 46 54	7/9/1967	A+
Somer	Desroches	male	SUCY-EN-BRIE	Île-de-France	94370	01 25 81 93 05	10/9/1956	A+
Vallis	Fugère	male	ANGERS	Pays de la Loire	49100	02 62 38 11 97	6/13/1955	AB+
Charles	Berthiaume	male	ANTIBES	Provence-Alpes-Côte d'Azur	6600	04 02 13 40 61	8/20/1963	A+
Fauna	Ailleboust	female	BOBIGNY	Île-de-France	93000	01 59 29 85 40	1/24/1987	O+
Dielle	Piedalue	female	BREST	Bretagne	29200	02 94 43 54 18	10/28/1963	O+
Albracca	Marier	female	BRON	Rhône-Alpes	69500	04 53 26 87 26	3/8/1965	O+
Lundy	Lafontaine	female	VALENCIENNES	Nord-Pas-de-Calais	59300	03 83 89 64 86	2/3/1941	A-
Lundy	Plante	female	VILLEPARISIS	Île-de-France	77270	01 68 41 45 42	11/14/1995	O+
Alfred	D'Avis	male	MONS-EN-BAROEUL	Nord-Pas-de-Calais	59370	03 64 57 36 89	9/27/1974	O+
Eugenia	Souplet	female	PARIS	Île-de-France	75001	01 47 99 14 48	2/5/1936	B+
Huon	Séguin	male	LEVALLOIS-PERRET	Île-de-France	92300	01 33 00 08 67	4/29/1993	O+
Ermengardi	Fugère	female	PARIS	Île-de-France	75003	01 06 38 02 64	2/4/1946	O+
Gaspar	Lemelin	male	MAUBEUGE	Nord-Pas-de-Calais	59600	03 20 98 56 20	6/6/1966	O+
Martine	Gadbois	female	PARIS	Île-de-France	75005	01 49 04 35 79	8/5/1956	O+
Ganelon	Cailot	male	COURBEVOIE	Île-de-France	92400	01 75 46 12 32	11/29/1964	O+
Catherine	Guernon	female	DAX	Aquitaine	40100	05 07 74 41 40	5/23/1966	O+
Favor	Lavoie	female	MELUN	Île-de-France	77000	01 91 12 28 37	2/9/1975	O+
Madelene	Charlebois	female	HERBLAY	Île-de-France	95220	01 28 90 48 56	9/24/1946	B+
Harriette	Gendron	female	BAR-LE-DUC	Lorraine	55000	03 44 18 17 07	8/12/1997	A+
Thérèse	Favreau	female	TOULOUSE	Midi-Pyrénées	31400	05 09 28 64 41	9/15/1945	O+
Pascal	Monjeau	male	PONTOISE	Île-de-France	95000	03 61 62 86 11	11/3/1951	A+
Aimée	Guilmette	female	PARIS	Île-de-France	75014	01 91 82 95 13	6/14/1960	B+
Georges	DeGrasse	male	ÉCHIROLLES	Rhône-Alpes	38130	04 45 23 36 46	10/14/1949	O+
Fabrice	Bonnet	male	TOULOUSE	Midi-Pyrénées	31100	05 87 78 52 57	10/20/1946	O+
Sennet	Lalonde	male	TROYES	Champagne-Ardenne	10000	03 91 48 98 84	1/24/1988	B+
Édith	Lécuyer	female	VILLEURBANNE	Rhône-Alpes	69100	04 70 42 72 20	4/17/1961	O+
Nicole	Cailot	female	SARREGUEMINES	Lorraine	57200	03 13 98 38 17	11/3/1967	B-
Mireille	Garceau	female	SCHOELCHER	Martinique	97233	05 17 84 69 96	3/15/1994	O-
Brice	Beauchamp	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13002	04 90 02 41 03	2/3/1969	A+
Noël	Cailot	male	FORT-DE-FRANCE	Martinique	97234	05 16 60 91 18	10/30/1968	O+
Mallory	Brodeur	male	VANNES	Bretagne	56000	02 84 17 05 42	2/19/1974	O+
Daniel	Chrétien	male	LIMOGES	Limousin	87280	05 00 23 34 99	2/12/1978	B+
Arridano	Metivier	male	VERDUN	Lorraine	55100	03 77 80 78 14	12/21/1958	O+
Tyson	Lebrun	male	BÉZIERS	Languedoc-Roussillon	34500	04 06 04 16 57	8/28/1943	A+
Tempeste	Ratté	female	PARIS	Île-de-France	75013	01 04 44 63 85	8/28/1941	O+
Luce	Querry	female	VAULX-EN-VELIN	Rhône-Alpes	69120	04 69 95 06 01	11/8/1974	O+
Paulette	de Brisay	female	VILLEFRANCHE-SUR-SAÔNE	Rhône-Alpes	69400	04 91 60 80 29	2/11/1990	B+
Carine	Louineaux	female	SAINTE-FOY-LÈS-LYON	Rhône-Alpes	69110	04 70 96 28 13	4/22/1961	A-
Gaetan	Bordeleau	male	RILLIEUX-LA-PAPE	Rhône-Alpes	69140	04 61 35 44 30	2/25/1945	A+
Aubert	Berthiaume	male	LYON	Rhône-Alpes	69005	04 31 08 68 89	12/16/1953	A+
Aubine	Verreau	female	L'HAŸ-LES-ROSES	Île-de-France	94240	01 57 78 71 74	8/26/1971	B-
Auda	L'Hiver	female	MÂCON	Bourgogne	71000	03 53 48 27 60	2/22/1985	O+
Antoine	Garreau	male	BONDY	Île-de-France	93140	01 54 18 22 63	9/22/1980	A-
Isaac	Authier	male	BASTIA	Corse	20600	04 71 73 93 37	4/17/1993	O+
Stéphanie	Riquier	female	ARRAS	Nord-Pas-de-Calais	62000	03 20 81 72 06	11/9/1994	O+
Warrane	Charlebois	male	SAINTE-ANNE	Guadeloupe	97180	05 35 11 31 90	1/13/1978	A+
Linette	Plante	female	LIBOURNE	Aquitaine	33500	05 80 44 17 58	12/10/1989	O+
Robinette	Givry	female	PIERREFITTE-SUR-SEINE	Île-de-France	93380	01 07 06 78 85	1/23/1982	O+
Sargent	Arsenault	male	BORDEAUX	Aquitaine	33800	05 14 08 98 37	6/24/1949	B+
Aya	Hétu	female	LE PORT	Guyane	97420	02 70 47 99 02	1/19/1981	O+
Fifine	Boivin	female	SAINT-QUENTIN	Picardie	2100	03 28 49 36 73	10/7/1972	A+
Rachelle	Couture	female	PONTOISE	Île-de-France	95300	03 52 89 48 30	10/2/1979	O+
Legget	Briard	male	SURESNES	Île-de-France	92150	01 02 59 25 07	2/11/1947	A-
Olivier	Bourque	male	GRASSE	Provence-Alpes-Côte d'Azur	6130	04 94 94 18 28	1/5/1994	O+
Charline	Rochon	female	HÉNIN-BEAUMONT	Nord-Pas-de-Calais	62110	03 98 31 02 72	2/11/1955	A+
Archaimbau	Arnoux	male	FRANCONVILLE-LA-GARENNE	Île-de-France	95130	01 79 01 95 54	7/4/1987	B+
Constance	Majory	female	BOURGOIN-JALLIEU	Rhône-Alpes	38300	04 45 64 22 87	3/26/1960	A+
Joséphine	Charpentier	female	CAYENNE	Guyane	97300	05 97 99 15 87	5/21/1996	O+
Fauna	Pellerin	female	LUNÉVILLE	Lorraine	54300	03 67 97 43 43	5/27/1988	O+
Desire	Charron	male	MARSEILLE	Provence-Alpes-Côte d'Azur	13009	04 54 64 89 90	10/18/1990	O+
Fifi	Huot	female	LES ABYMES	Guadeloupe	97139	05 52 32 51 69	1/26/1936	O+
Francis	Salois	male	MONTÉLIMAR	Rhône-Alpes	26200	04 45 46 01 74	3/10/1970	A+
Harriette	Poulin	female	LE GRAND-QUEVILLY	Haute-Normandie	76120	02 57 35 15 15	3/26/1977	O+
Royce	Rancourt	male	LAON	Picardie	2000	03 42 66 39 59	3/10/1981	A+
Russell	Morel	male	CAYENNE	Guyane	97300	05 48 75 58 62	1/29/1956	O+
Yolette	de Launay	female	CLERMONT-FERRAND	Auvergne	63000	04 68 01 90 90	7/5/1991	O+
Felicienne	Rhéaume	female	SAINT-ÉTIENNE	Rhône-Alpes	42100	04 13 14 75 95	7/16/1966	O+
Mignonette	Fortier	female	DUNKERQUE	Nord-Pas-de-Calais	59140	03 04 81 47 63	9/9/1992	O+
Jessamine	Brousseau	female	CHÂLONS-EN-CHAMPAGNE	Champagne-Ardenne	51000	03 44 18 07 15	8/5/1939	B+
Didier	Rodrigue	male	AUXERRE	Bourgogne	89000	03 38 01 69 95	10/11/1997	O+
Roland	Thériault	male	CHAMPS-SUR-MARNE	Île-de-France	77420	01 04 05 78 18	5/4/1950	O+
Marcel	Mousseau	male	MELUN	Île-de-France	77000	01 81 21 97 11	3/4/1958	B-
Rule	Laderoute	male	TOULON	Provence-Alpes-Côte d'Azur	83200	04 47 51 82 22	7/31/1992	B+
Peppin	Saurel	male	BELFORT	Franche-Comté	90000	03 95 48 75 67	12/29/1953	O+
Chapin	Lemaître	male	POISSY	Île-de-France	78300	01 48 83 23 13	3/5/1966	O+
Raison	Gamelin	female	DUNKERQUE	Nord-Pas-de-Calais	59640	03 93 19 91 26	7/16/1959	O+
Christelle	Ratté	female	GOUSSAINVILLE	Île-de-France	95190	01 95 57 52 51	2/28/1961	B+
Ray	Mercier	male	TROYES	Champagne-Ardenne	10000	03 09 77 51 35	4/28/1999	O+
Sibyla	Brisebois	female	VILLEJUIF	Île-de-France	94800	01 68 45 94 30	7/22/2000	B+
Claire	Asselin	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13016	04 41 14 33 29	7/26/1989	O+
Avril	Poissonnier	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13001	04 75 65 13 97	12/30/1968	O+
Pascal	Parmentier	male	LE ROBERT	Martinique	97231	05 32 87 69 86	12/5/1939	O+
Parnella	Pépin	female	MONTPELLIER	Languedoc-Roussillon	34080	04 82 30 84 94	4/12/2000	O+
Eugenia	Marseau	female	LES LILAS	Île-de-France	93260	01 14 57 13 76	3/29/1970	A+
Searlas	Cantin	male	LIMOGES	Limousin	87280	05 63 22 62 85	8/3/1971	B+
Corinne	Dupont	female	CHÂTILLON	Île-de-France	92320	01 65 57 69 84	1/9/1980	A+
Manville	Ouellet	male	METZ	Lorraine	57070	03 36 64 95 41	5/19/1975	O+
Avice	Descoteaux	female	SALON-DE-PROVENCE	Provence-Alpes-Côte d'Azur	13300	04 43 01 32 87	2/10/1976	O+
Fantina	Bizier	female	BORDEAUX	Aquitaine	33000	05 20 89 82 62	7/28/1990	AB+
Fayette	Ayot	female	TOURS	Centre	37100	02 23 44 57 19	4/30/1991	A+
Marmion	Briard	male	ARLES	Provence-Alpes-Côte d'Azur	13200	01 29 13 99 08	8/14/1975	A+
Charlot	Giguère	male	LE HAVRE	Haute-Normandie	76620	02 19 37 57 60	5/28/1950	AB+
Lirienne	Adler	female	GRENOBLE	Rhône-Alpes	38100	04 52 45 07 78	9/22/1951	O+
Denis	Laliberté	male	METZ	Lorraine	57050	03 05 25 53 00	1/3/1986	O+
Philip	Pelchat	male	L'HAŸ-LES-ROSES	Île-de-France	94240	01 86 39 20 24	12/24/1977	B+
Paige	Bouvier	female	MARSEILLE	Provence-Alpes-Côte d'Azur	13001	04 89 41 30 74	10/26/1957	AB+
Babette	Faucher	female	SAINT-DIZIER	Champagne-Ardenne	52100	03 79 32 92 52	2/11/1941	A+
Fabien	Pichette	male	RENNES	Bretagne	35700	02 50 05 73 33	11/9/1963	A+
Evrard	Picard	male	VERTOU	Pays de la Loire	44120	02 72 98 23 73	10/25/1976	B+
Amedee	Giroux	female	LES MUREAUX	Île-de-France	78130	01 80 88 10 92	1/14/1957	A+
Roux	Savoie	female	CAMBRAI	Nord-Pas-de-Calais	59400	03 19 95 59 67	6/25/1973	B+
Louise	L'Hiver	female	PESSAC	Aquitaine	33600	05 74 82 96 45	7/25/1942	O+
Namo	Bouchard	male	FOUGÈRES	Bretagne	35300	02 51 80 87 21	5/9/1964	A+
Virginie	Deniger	female	LE PORT	Guyane	97420	02 99 77 36 63	11/28/1950	O+
Victor	Guilmette	male	VITROLLES	Provence-Alpes-Côte d'Azur	13127	04 18 13 02 61	9/22/1971	A+
Florismart	Parent	male	MONTROUGE	Île-de-France	92120	01 77 75 02 32	11/19/1938	A+
Thomas	Austin	male	CERGY	Île-de-France	95000	01 27 80 66 48	6/28/1994	A+
Robinette	Doiron	female	DIEPPE	Haute-Normandie	76200	02 26 30 91 17	4/14/1938	A-
Dreux	Charron	male	ALBI	Midi-Pyrénées	81000	05 79 83 25 51	5/9/1968	O+
Baptiste	Thibodeau	female	AULNAY-SOUS-BOIS	Île-de-France	93600	01 26 42 55 93	2/27/1995	B+
Paien	Allaire	male	BRON	Rhône-Alpes	69500	04 17 38 33 83	6/6/1944	A+
Jules	Bilodeau	male	LORIENT	Bretagne	56100	02 99 56 78 18	9/28/1953	B+
Calandre	Ruest	female	BORDEAUX	Aquitaine	33000	05 49 10 63 66	12/22/1948	O+
Vachel	Bussière	male	MONTROUGE	Île-de-France	92120	01 83 94 47 42	7/21/1985	O+
Aiglentina	Girard	female	SAINTE-GENEVIÈVE-DES-BOIS	Île-de-France	91700	01 55 76 71 45	5/9/1967	A+
Lance	Méthot	male	LE MÉE-SUR-SEINE	Île-de-France	77350	01 37 04 58 34	8/1/1956	A+
Demi	Charpie	female	LE KREMLIN-BICÊTRE	Île-de-France	94270	01 62 23 61 00	9/23/1937	A+
Artus	Blais	male	NOISY-LE-GRAND	Île-de-France	93160	01 28 08 36 32	5/28/1964	A+
Gilles	Bolduc	male	MARIGNANE	Provence-Alpes-Côte d'Azur	13700	04 18 77 12 74	9/30/1985	AB+
Seymour	Charbonneau	male	FONTENAY-AUX-ROSES	Île-de-France	92260	01 06 43 20 22	9/17/1994	O+
Sacripant	Richer	male	SAINT-PIERRE	Guyane	97410	02 26 30 67 22	6/16/1962	B+
Louise	Brisebois	female	SAINT-DENIS	Île-de-France	93200	01 33 60 21 19	4/27/1986	A+
Astolpho	Truchon	male	ANNEMASSE	Rhône-Alpes	74100	04 39 08 79 88	1/6/1965	O+
Belisarda	Michaud	female	MONTMORENCY	Île-de-France	95160	01 05 69 00 27	7/8/1970	A+
Vedette	Desroches	female	LOMME	Nord-Pas-de-Calais	59160	03 67 64 33 45	8/25/1965	B+
Yseult	Croteau	female	SAINT-ÉTIENNE-DU-ROUVRAY	Haute-Normandie	76800	02 96 71 54 07	2/23/1957	A+
Landers	Béland	male	NOISY-LE-GRAND	Île-de-France	93160	01 33 06 01 51	6/26/1959	A+
Didiane	Lafontaine	female	BAGNEUX	Île-de-France	92220	01 13 30 39 68	6/19/1990	O+
Alita	Desnoyer	female	AMIENS	Picardie	80090	03 41 82 86 89	4/18/1975	O+
Capucine	Louineaux	female	ROMAINVILLE	Île-de-France	93230	01 77 14 74 71	4/15/1942	O+
Vignette	Lapierre	female	TARBES	Midi-Pyrénées	65000	05 80 17 13 43	6/15/1998	A+
Vernon	Trudeau	male	FRESNES	Île-de-France	94260	01 70 64 89 03	11/8/1953	O-
Fantina	Chartier	female	HAZEBROUCK	Nord-Pas-de-Calais	59190	03 63 09 99 17	7/31/1972	O+
Cosette	Barjavel	female	ATHIS-MONS	Île-de-France	91200	01 60 55 42 66	9/8/1988	A+
Olivier	Mazuret	male	LE MÉE-SUR-SEINE	Île-de-France	77350	01 75 64 10 64	5/28/1935	B+
Fifi	Sorel	female	YERRES	Île-de-France	91330	01 33 00 16 56	4/3/1943	O+
Tyson	Desrosiers	male	HYÈRES	Provence-Alpes-Côte d'Azur	83400	04 24 85 82 75	5/3/1944	O+
Parnella	Leblanc	female	LYON	Rhône-Alpes	69002	04 09 18 97 55	9/18/1984	B+
Alaine	Migneault	female	AMIENS	Picardie	80080	03 51 26 27 57	1/2/1939	B+
Cerise	Jalbert	female	GAGNY	Île-de-France	93220	01 44 87 46 07	8/5/1994	A+
Théophile	Michaud	male	PARIS	Île-de-France	75004	01 61 12 55 46	12/21/1977	A+
Philippine	Baron	female	SCHOELCHER	Martinique	97233	05 44 61 49 30	1/13/1994	O+
Agnès	Abril	female	POINTE-À-PITRE	Guadeloupe	97110	05 43 19 73 77	9/15/1938	O+
Nanna	Daviau	female	LYON	Rhône-Alpes	69008	04 03 52 99 14	1/24/1956	B+
Carole	Dupuis	female	LONGJUMEAU	Île-de-France	91160	01 23 04 87 14	2/3/1939	AB+
Susanne	Riquier	female	NANCY	Lorraine	54100	03 15 82 03 12	9/21/1963	B-
Albracca	Rivard	female	SAINTE-MARIE	Martinique	97230	05 62 01 90 14	7/21/1995	B+
Vachel	Trudeau	male	YERRES	Île-de-France	91330	01 79 44 37 98	8/20/1940	O+
Vedette	Deslauriers	female	SIX-FOURS-LES-PLAGES	Provence-Alpes-Côte d'Azur	83140	04 08 44 09 88	9/15/1986	O+
Somer	Garnier	male	LA TESTE-DE-BUCH	Aquitaine	33260	05 51 45 14 73	3/5/1963	O+
Raison	Brault	female	PONTAULT-COMBAULT	Île-de-France	77340	01 47 03 35 06	1/10/1969	A+
Maurice	Pelland	male	BRUNOY	Île-de-France	91800	01 56 34 41 41	3/9/1961	A+
Landers	Chaloux	male	ANNEMASSE	Rhône-Alpes	74100	04 83 27 08 19	9/22/1980	O+
Fealty	Plouffe	female	SAINT-OUEN	Île-de-France	93400	01 18 46 14 92	3/4/1940	A+
Isabelle	Couturier	female	ANGOULÊME	Poitou-Charentes	16000	05 07 97 27 96	11/4/1987	O+
Bruno	Roussel	male	SARREGUEMINES	Lorraine	57200	03 10 71 01 73	3/20/1963	A+
Mayhew	Duplessis	male	ATHIS-MONS	Île-de-France	91200	01 41 28 71 74	6/13/1975	A+
Vincent	Gauvin	male	AIX-EN-PROVENCE	Provence-Alpes-Côte d'Azur	13090	04 59 05 09 81	7/13/1962	O+
Granville	Martel	male	VERDUN	Lorraine	55100	03 47 25 35 62	3/16/1981	A+
Anne	Couturier	female	SAINTE-MARIE	Guyane	97438	05 23 77 04 67	10/14/1962	A+
Astrid	Louineaux	female	GARGES-LÈS-GONESSE	Île-de-France	95140	01 72 27 64 15	8/25/1964	B+
Hilaire	Guimond	female	NEUILLY-SUR-MARNE	Île-de-France	93330	01 00 29 67 62	11/21/1968	O+
Ancelote	Lécuyer	female	VÉNISSIEUX	Rhône-Alpes	69200	04 51 00 77 12	11/10/1987	O+
Andrée	Labrecque	female	PERPIGNAN	Languedoc-Roussillon	66100	04 15 88 05 94	11/4/1996	A+
Leala	Cloutier	female	LYON	Rhône-Alpes	69007	04 58 88 47 97	9/25/1969	A+
Hugues	Jardine	male	LE TAMPON	Guyane	97430	02 54 21 01 00	2/18/2000	O+
Pryor	Croquetaigne	male	SAINT-SÉBASTIEN-SUR-LOIRE	Pays de la Loire	44230	02 99 82 31 48	4/19/1998	O+
Trinette	Breton	female	PARIS	Île-de-France	75016	01 56 66 74 54	4/4/1942	A+
Raymond	Gregoire	male	CONCARNEAU	Bretagne	29900	02 45 27 15 14	8/13/1971	AB+
Vaden	Saindon	male	VILLENEUVE-LA-GARENNE	Île-de-France	92390	01 94 19 81 27	10/15/1935	A+
Guy	Angélil	male	MOULINS	Auvergne	3000	04 45 97 81 99	9/30/1984	A+
Alphonsine	DeGrasse	female	CHÂTENAY-MALABRY	Île-de-France	92290	01 89 31 50 77	11/21/1984	B+
Faye	Pouliotte	female	LONS-LE-SAUNIER	Franche-Comté	39000	03 38 59 58 46	1/10/1956	B+
Vail	Couture	male	NICE	Provence-Alpes-Côte d'Azur	6000	04 43 70 69 40	9/21/1959	AB+
Somer	Harquin	male	CHELLES	Île-de-France	77500	01 63 01 43 90	10/8/1982	A+
Louis	Roux	male	AJACCIO	Corse	20090	04 88 44 85 69	1/28/1948	B+
Solaine	Robert	female	BIARRITZ	Aquitaine	64200	05 27 72 89 84	6/21/1996	A+
La Roux	Rochefort	female	VIERZON	Centre	18100	02 81 32 97 80	12/26/1979	A+
Ranger	Côté	male	STAINS	Île-de-France	93240	01 90 93 02 52	8/6/1964	A+
Noémi	Breton	female	ANGLET	Aquitaine	64600	05 04 73 75 88	1/13/1938	O+
Ganelon	Picard	male	PUTEAUX	Île-de-France	92800	01 58 22 46 13	3/31/1969	A-
Linette	Fontaine	female	TOURS	Centre	37000	02 90 69 49 19	5/21/1935	O-
Maslin	Allain	male	BORDEAUX	Aquitaine	33800	05 99 17 41 56	5/5/1949	O+
Amabella	Lejeune	female	TREMBLAY-EN-FRANCE	Île-de-France	93290	01 89 77 97 28	5/22/1973	O-
Dreux	Bazinet	male	CHOLET	Pays de la Loire	49300	02 49 74 65 87	1/19/1991	B+
Carolos	Tétrault	male	MEUDON-LA-FORÊT	Île-de-France	92360	01 22 10 97 44	6/28/1979	B+
Gallia	Mireault	female	LORIENT	Bretagne	56100	02 23 39 44 80	12/31/1949	O+
Marie	Guimond	female	MONTGERON	Île-de-France	91230	01 69 56 91 54	7/20/1978	AB+
Fauna	Laboissonnière	female	MONTIGNY-LÈS-METZ	Lorraine	57158	03 97 60 70 85	7/21/1992	A+
Sibyla	Grignon	female	LIBOURNE	Aquitaine	33500	05 63 37 69 27	11/7/1938	A+
Joseph	Latourelle	male	LA SEYNE-SUR-MER	Provence-Alpes-Côte d'Azur	83500	04 96 13 80 36	10/18/1934	AB+
Fitz	Gabriaux	male	GIF-SUR-YVETTE	Île-de-France	91190	01 65 37 00 54	11/5/1954	B+
Valérie	Couture	female	REZÉ	Pays de la Loire	44400	02 32 47 67 21	2/28/1951	A+
Victoire	Turcotte	female	TROYES	Champagne-Ardenne	10000	03 93 24 60 34	5/4/1996	A+
Cécile	Cailot	female	THONON-LES-BAINS	Rhône-Alpes	74200	04 20 11 16 21	9/27/1945	O+
Aubine	Morin	female	SARREGUEMINES	Lorraine	57200	03 87 07 39 25	11/17/1948	B+
